어휘,뜻풀이
스시로,스스로
스시로,스스로
스쓱,조
스이,셋
슥동,석동
슥동무니,석동무니
슥동무이,석동무니
슥동사니,석동사니
슥동사이,석동사니
슫달,섣달
슫달그름날,섣달그믐
슫달그뭄,섣달그믐
슫달그믐,섣달그믐
슫달그믐날,섣달그믐
슫달금믐날,섣달그믐
슬,설
슬따,서럽다
슬마,설마
슬엄,설움
슬움,설움
슬음,설움
슬푸다,슬프다
슬풋하다,설핏하다
슬풋해다,설핏하다
슯다,서럽다
슴,섬
슴것슴것허다,주저주저하다
슷바닥,혓바닥
승,성
승나다,성나다
승내다,성내다
승냉,숭늉
승냐이,승냥이
승냥,성냥
승냥간,대장간
승냥깐,대장간
승냥쟁이,대장장이
승늉이,승냥이
승능이,승냥이
승야이,승냥이
승양이,승냥이
시,쇠
시갈래길,세거리
시구다,시다
시구쏘,수렁
시구제치다,잘난 체하거나 우쭐하며 기세 좋게 행동하다
시굴,시골
시굽다,시다
시궁창,수채
시궁챙,시궁창
시그럽다,시다
시그름하다,음식 따위가 쉰 듯하다
시근시근하다,시큰둥하다
시근하다,부시다
시금풀,토끼풀
시급다,시다
시기,보시기
시꼴,시골
시꾸룹다,시끄럽다
시끈시끈하다,시큰시큰하다
시다,서다
시다,세다
시다,세다
시다,쉬다
시다,쉬다
시동상,시동생
시동새,시동생
시드름하다,시들하다
시라구,시래기
시라구죽,시래기죽
시라귀,시래기
시라기,시래기
시락지,시래기
시래,쓸개
시러베질,시러베장단
시럼,시렁
시럽다,시다
시렁시렁하다,실성하다
시렴,시름
시루망고지,시룻밑
시루미저리,시룻밑
시루밋,시룻밑
시루및,시룻밑
시루밑,시룻밑
시루바탕,시룻밑
시루번,시룻번
시루변,시룻번
시루본,시룻번
시룻밋,시룻밑
시룻본,시룻번
시르기,시래기
시름,씨름
시막,사마귀
시망부리다,몹시 짓궂은 행동을 하다
시무,스무
시묵새묵,시물새물
시묵새묵하다,시물새물하다
시물,스물
시므다,심다
시배,세배
시부정섭적,서부렁섭적
시부정찮다,시원찮다
시부정하다,시들하다
시수,세수
시숫대,세숫대야
시숫대야,세숫대야
시숫대양,세숫대야
시숫대여,세숫대야
시숫비누,세숫비누
시스랑,쇠스랑
시아리다,헤아리다
시아주번님,시아주버님
시아즈버니,시아주버니
시알새미,새알심
시알수지비,새알심
시알심,새알심
시암,샘
시암물,샘물
시압,시합
시앙,생강
시야,쉬
시야,쉬
시어터지다,뇌꼴스럽다
시언하다,시원하다
시엄,수염
시엄,헤엄
시엄,시험
시연하다,시원하다
시영딸,수양딸
시영아들,수양아들
시영아부지,수양아버지
시영어머이,수양어머니
시영엄마,수양어머니
시운,쉰
시웁다,쉽다
시웁다,시다
시은,수은
시읍다,쉽다
시적부적,시나브로
시적부적,흐지부지
시적지근하다,시척지근하다
시적지근하다,무르다
시척,남의 말을 들은 척하거나 아는 척하는 태도
시케토,썰매
시크름하다,시큼하다
시키다,싣다
시터지다,뇌꼴스럽다
시퉁떨다,주제넘고 건방진 짓을 하다
시트다,시다
시파리,쉬
시파리,쉬파리
시푸다,싶다
시푸르둥둥하다,시푸르뎅뎅하다
시푸르딩딩하다,시푸르뎅뎅하다
시풀시풀하다,푸릇푸릇하다
시프다,싶다
시하리다,헤아리다
시훈,쉰
시흔,쉰
식,석
식경,석경
식구,아내
식기뚜에,식기의 뚜껑
식대,색대
식은밥,찬밥
식이,석유
식이지름,석유
신,쉰
신개바탕,상여의 덮개를 조립하지 않은 상여의 틀
신꼴,신틀
신끼다,신기다
신낭구,신나무
신둥내,쉰내
신발독,신방돌
신발돌,신방돌
신융,신용
싣,셋
실강,살강
실강이,살강
실겁다,슬기롭다
실겅,시렁
실겅이,살강
실광,시렁
실궘,시렁
실꼬치,실고추
실다,싫다
실따,싣다
실띠기,실뜨기
실무시,슬며시
실쓰다,실켜다
실이,실히
실참,곁두리
실토생이,실톳
실풋실풋,싱글벙글
실풋실풋하다,싱글벙글하다
실풋해다,설핏하다
싫다,싣다
심,셈
심구다,심다
심기다,심다
심바구,씀바귀
심부럼,심부름
심세다,힘세다
심시다,힘세다
심씨다,힘세다
싯,셋
싯둑,숫돌
싯바닥,혓바닥
싯바대기,혓바닥
싯째아버지,아버지의 셋째 형을 이르는 말
싯째작은아버지,아버지의 셋째 형을 이르는 말
싯째큰아버지,아버지의 셋째 형을 이르는 말
싱검싱검하다,간이 꽤 싱거운 듯하다
싱검하다,간이 싱거운 듯하다
싱구다,심다
싱그렁벙그렁,싱글벙글
싱그렁벙그렁하다,싱글벙글하다
싱금싱금하다,간이 꽤 싱거운 듯하다
싱기다,섬기다
싱기다,당기다
싱다,심다
싱앗대,잉앗대
싳다,씻다
싸갈딱지,싹수머리
싸게,빨리
싸나웁다,사납다
싸낙배기,성질이나 말투 따위가 매우 사나운 여자를 비난조로 이르는 말
싸납다,사납다
싸내기,싸라기
싸래기,싸라기
싸래기쌀,알이 덜 여물어서 물기가 많고 말랑한 벼를 찧은 쌀
싸레기,조
싸룹문,사립문
싸르문,사립문
싸릅문,사립문
싸립문,사립문
싸잡이,닥치는 대로 움켜잡아서 베어 말린 풋장
싹동배기,싹수
싹재비,품팔이꾼
싼내끼,새끼
쌀낱,쌀알
쌀므다,삶다
쌀방개,물방개
쌀버러지,쌀벌레
쌀버레,쌀벌레
쌀벌거지,쌀벌레
쌀벌게,쌀벌레
쌀임박,이남박
쌀저,쌀겨
쌀제,등겨
쌀쩍,살짝
쌂다,삶다
쌈,김
쌈비,쌈지
쌉짝,사립문
쌉짝문,사립문
쌍가매,쌍가마
쌍군하다,사납다
쌍그랗다,쌍그렇다
쌍대이,쌍둥이
쌍댕이,쌍둥이
쌍도이,쌍둥이
쌍됭이,쌍둥이
쌍두이,쌍둥이
쌍둥,쌍둥이
쌍뒹이,쌍둥이
쌍디,쌍둥이
쌍디이,쌍둥이
쌍딩이,쌍둥이
쌍메이,쌍메
쌍멩이,쌍메
쌍치,상추
쌍테이,쌍둥이
쌔게,빨리
쌔금파리,사금파리
쌔기,씨아
쌔까래,서까래
쌔깨이,새끼
쌔끼,새끼
쌔끼손구락,새끼손가락
쌔리다,때리다
쌔우,새우
쌕,쐐기
쌞기다,삶기다
쌤지,쌈지
쌩,쌍
쌩이다,쌓다
쌩쥐,생쥐
쌯이다,쌓이다
쌱,쐐기
써꺼쓰,광대
써다,켜다
써문,서까래
썩은샛물,낙숫물
썩은샛물,지지랑물
썩후다,썩히다
썸,섬
썸,섬
썸성그르다,썰렁하다
썸성글르다,썰렁하다
썻바닥,혓바닥
썽나다,성나다
쎄,쇠
쎄다,세다
쎄다,세다
쎄우다,씌우다
쎅히다,썩히다
쎙기다,저리다
쏘나기,소나기
쏘낙비,소낙비
쏘낵비,소낙비
쏘수개,쏘시개
쏘애기,쐐기
쏘약,쐐기
쏘주,소주
쏙,속
쏙다,속다
쏙소리,상수리
쏙이다,속이다
쏠,솔
쏠개,쓸개
쏠개미,솔개
쏫치다,솟구치다
쏭이,송이
쐐,잔디
쐐,쇠
쐐기,씨아
쐐기,송충이
쐐시,씨아
쐐악,쐐기
쐑,쐐기
쐬,잔디
쐬,쇠
쐭이다,속이다
쐿곱,쇠
쑤래,소래기
쑤베이,수렁
쑤수,수수
쑤숙,조
쑤숙,수수
쑤숫대,수숫대
쑤숫대기,수숫대
쑤숫댕이,수숫대
쑤쑤,수수
쑤쑤댕이,수숫대
쑥꾹새,뻐꾸기
쑥덕방아,숙덕공론
쑥돌쪼구,수톨쩌귀
쑥버무르기,쑥버무리
쑥버무리기,쑥버무리
쑥부징이,쑥대
쑷개,수캐
쑷고냬이,수고양이
쑷놈,수놈
쑷눔,수놈
쑷지두리,수톨쩌귀
쑹어리,숭어리
쒸아시,씨아
쓰게또,썰매
쓰께,썰매
쓰께또,썰매
쓰다,켜다
쓰래,쓸개
쓰래기,시래기
쓰러,써레
쓰렷쓰렷,비쓱비쓱
쓰렷쓰렷하다,비쓱비쓱하다
쓰루메,오징어
쓰리미,쓰레기
쓰봉,바지
쓰슥,조
쓸다리,쓸데
쓸다리없다,쓸데없다
쓸데적다,객쩍다
쓸데적다,불필요하다
씀바기,씀바귀
씀배기,씀바귀
씀븍씀븍,씀벅씀벅
씀븍씀븍하다,씀벅씀벅하다
씅,성
씅깔,성깔
씅깔내다,성내다
씅나다,성나다
씅내다,성내다
씅질,성깔
씨가지,씨앗
씨갑시,씨앗
씨굽다,쓰다
씨기다,씻기다
씨내놓다,쉬슬다
씨다,켜다
씨다,시다
씨덥다,미덥다
씨돝,씨돼지
씨딩이,못난이
씨라구죽,시래기죽
씨라귀,시래기
씨라기,시래기
씨락지,시래기
씨래,쓸개
씨래기,시래기
씨레기,쓰레기
씨레받기,쓰레받기
씨루박,쓰레받기
씨리기,쓰레기
씨리다,쓰리다
씨서리,써레질
씨알시미,새알심
씨알심,새알심
씨애,씨아
씨애시,씨아
씨월거리다,씨부렁거리다
씨커멓다,시커멓다
씩히다,썩히다
씩히다,식히다
씬나락,볍씨
씬나물,민들레
씬도렁,괭이상어
씰개,쓸개
씸바귀,씀바귀
씸배,씀바귀
씸배구,씀바귀
씸배기,씀바귀
씸배나물,씀바귀
앃다,씻다
아,아이
아가리,아가미
아가배,아가위
아가배,아그배
아가위,아그배
아가이,아가씨
아가지,아가리
아간질,이간질
아갈거리다,이러니저러니 하며 말로 다투거나 쓸데없이 말을 옮기다
아갈대다,이러니저러니 하며 말로 다투거나 쓸데없이 말을 옮기다
아갈아갈,앙앙
아개,아귀
아개미,아가미
아개배,아그배
아거배,아그배
아고배,아가위
아고배,아그배
아구,벌레 먹은 팥
아구니,아궁이
아구리,아궁이
아구미,아가미
아구배,돌배
아구배,아그배
아굼지,아궁이
아궁에,아궁이
아귀,벌레 먹은 팥
아귕이,아궁이
아그미,아가미
아기더드미,애벌
아기미,아가미
아기배,아그배
아네,안
아동아,오디
아래,그저께
아래,접때
아래께,접때
아래땀,아래뜸
아래이,아랑주
아랫두리,아랫도리
아랫셤,아랫수염
아랫시엄,턱수염
아랫입서버리,아랫입술
아랫입설,아랫입술
아랫입솔,아랫입술
아랭이,아랑주
아럼답다,아름답다
아레,아흐레
아룸답다,아름답다
아름아름하다,아릿아릿하다
아릇목,아랫목
아리키다,가리키다
아망떨다,떼쓰다
아매,아마
아모쪼록,아무쪼록
아무럼,아무렴
아부지,아버지
아사리밭,가시밭
아세,애벌
아수,아우
아수보다,동생이 생기다
아수타다,동생이 생긴 뒤 아이가 여위다
아숩다,아쉽다
아스다,그렇게 하지 말라고 하다
아스랭이,아지랑이
아스므레,아슴푸레
아슴막,어스름
아슴막하다,어스름하다
아습다,아쉽다
아시,애벌
아시래이,아지랑이
아시랭이,아지랑이
아시매다,애벌김을 매다
아시무라니,아슴푸레
아시벌,애벌
아시빨래,애벌빨래
아시예,아예
아시웁다,아쉽다
아십다,아쉽다
아씨,아가씨
아애비,아비
아오,아우
아오리,아궁이
아옵,아홉
아웅하다,어두침침하다
아으레,아흐레
아은,아흔
아이,아니
아이롱,아양
아이빨래,애벌빨래
아자씨,아저씨
아재,삼촌
아주가루,아주까리
아주가리,아주까리
아주까루,아주까리
아주꽈리,아주까리
아주매,아주머니
아주메,아주머니
아주멕이,아주먹이
아주무니,아주머니
아주번님,아주버님
아줌니,아주머니
아즈머니,형수
아즈버니,아주버니
아즈버님,아주버님
아즉,아직
아즘니,아주머니
아지라이,아지랑이
아지랑미,아지랑이
아지래이,아지랑이
아지러이,아지랑이
아지레미,아지랑이
아지씨,아저씨
아지씨,숙부
아짐니,아주머니
아짱아짱,아장아장
아차하다,여차하다
아침너울,아침노을
아침노울,아침노을
아침농오리,아침노을
아침농올,아침노을
아침농우리,아침노을
아침농을,아침노을
아침북새,아침노을
아침새이,아침참
아코,벌레 먹은 팥
아쿠,벌레 먹은 팥
아퀴,벌레 먹은 팥
아퀴있다,일의 끝마무리가 분명하다
아후,아홉
악마고리,악머구리
악마구리,악머구리
악산,벼랑
안개비,는개
안개오줌,는개
안두런,뜰
안뱅,안방
안부러,일부러
안씨럽다,안쓰럽다
안안팎,안팎
안직,아직
안질콩,강낭콩
안추다,앉히다
앉을개,밑싣개
앉을방이,앉은뱅이
알,아래
알갈,달걀
알구라지,갈고리
알그라지,갈고리
알락거리다,알랑거리다
알뢰다,아뢰다
알시미,새알심
알음모름하다,알 듯 모를 듯하다
알쩐하다,아쉽다
알쿠지,말코지
알키다,알리다
알키다,가리키다
암,아무
암가이,암캐
암개,암캐
암고냉이,암고양이
암고냬이,암고양이
암고얭이,암고양이
암고이,암고양이
암괭이,암고양이
암눔,암놈
암닥,암탉
암닼,암탉
암돌쇠,암쇠
암돌쩌구,암톨쩌귀
암돌쩌기,암톨쩌귀
암돌쪼구,암톨쩌귀
암돌쪼기,암톨쩌귀
암맷돌쇠,암쇠
암반,칼국수를 만들기 위하여 밀가루 반죽을 얇게 밀거나 민 것을 썰 때에 받치는 두껍고 넓은 직사각형의 나무 판
암세,암쇠
암쇄,암쇠
암스렁하다,아무렇다
암스렇다,아무렇다
암시렁하다,아무렇다
암시렇다,아무렇다
암지두리,암쇠
암쩌귀,암쇠
암치게,아무렇게
암코냬이,암고양이
암코양이,암고양이
암코얭이,암고양이
암코이,암고양이
암쾡이,암고양이
암탁,암탉<DR /> 제주 지역에서는 암’으로도 적는다.
암탘,암탉
압,앞
앙가심,앙가슴
앙강퀴,까끄라기
앙꾸잽이,상대를 붙잡아 안고 쓰러뜨려 뒹굴면서 싸우는 행위
앙졸대다,앙잘대다
앞닫이,반닫이
앞장개이,앞정강이
앞장갱이,앞정강이
앞잽이,앞잡이
앞정갱이,앞정강이
앞종개이,앞정강이
앞지락,앞자락
애기씨,아기씨
애꼬,애꾸
애꾸땡이,애꾸
애끼다,아끼다
애녀니,애당초
애놈,왜놈
애떼기,고집
애룹다,어렵다
애리,깃
애번,대번
애상,애성이
애싱이,애송이
애옹애옹,야옹야옹
애이,애초
애자지다,애처롭다
애처럽다,애처롭다
앤경,안경
앤경테,안경테
앤기다,안기다
앤키다,안기다
앳데다,앳되다
앳뒈다,앳되다
앳뒤다,앳되다
앳디다,앳되다
앵도라지다,토라지다
앵미,뉘
야,네
야관주,아가미
야달대다,닦달하다
야발거리다,자꾸 야살스럽고 되바라진 짓을 하다
야우다,야위다
야웅,야옹
야이다,야위다
야종,나중
야중,나중
야짓잖다,야젓잖다
야추다,낮추다
야트다,얕다
약손고락,약손가락
약손구락,약손가락
약차하다,여차하다
약탕발,약탕관
얄금얄금,야금야금
얄금얄금하다,야금야금하다
얄룹다,얇다
얄릅다,얇다
얄스라하다,얄브스름하다
얌잔하다,얌전하다
얌하다,냠냠하다
양념장물,양념간장
양님,양념
양님간장,양념간장
양님장물,양념간장
양배차,양배추
양복주머니,호주머니
양북,양복
양석,양식
양쟁기,쟁기
양중,나중
양통,양동이
얘옹,야옹
어궁이,아궁이
어그리다,어기다
어기,저기
어기다,우기다
어너리,에누리
어더박씨,거지
어더배기,거지
어더뱅이,거지
어덕,언덕
어덕배기,언덕
어데,어디
어둑시레하다,어스레하다
어뜨기,어찌
어러미,어레미
어럽다,어렵다
어레미빗,얼레빗
어레빗,얼레빗
어렘빗,얼레빗
어렝이,어레미
어루광대,어릿광대
어루잡다,어림잡다
어른아,어린애
어른애,어린애
어름빗,얼레빗
어름하다,어중간하다
어리눅스름하다,어리숭하다
어리미,어레미
